SDate,PFIZER_High,PFIZER_Low,PFIZER_Open,PFIZER_Close,PFIZER_Volume,PFIZER_Adj Close,PFIZER_VARIATION,ASTRAZENECA_High,ASTRAZENECA_Low,ASTRAZENECA_Open,ASTRAZENECA_Close, ASTRAZENECA_Volume ,ASTRAZENECA_Adj Close,ASTRAZENECA_VARIATION,BIONTECH_High,BIONTECH_Low,BIONTECH_Open,BIONTECH_Close,BIONTECH_Volume,BIONTECH_Adj Close,BIONTECH_VARIATION,MODERNA_High,MODERNA_Low,MODERNA_Open,MODERNA_Close,MODERNA_Volume,MODERNA_Adj Close,MODERNA_VARIATION,NOVAVAX_High,NOVAVAX_Low,NOVAVAX_Open,NOVAVAX_Close,NOVAVAX_Volume,NOVAVAX_Adj Close,NOVAVAX_VARIATION
25/03/2020,29.14611053,27.51423073,27.98861504,28.22580528,44601275,27.39504814,0.237190247,41.20999908,39.38000107,40.15000153,40.38000107," 6,575,400.00 ",40.0597496,0.229999542,53.68500137,47.20000076,53.63000107,47.20000076,333200,47.20000076,-6.430000305,27.97999954,24.79000092,25,27.12999916,9651500,27.12999916,2.129999161,13.13000011,11.39999962,13.01000023,11.75,6975400,11.75,-1.260000229
26/03/2020,30.3510437,28.34914589,28.35863495,30.12334061,43269967,29.23673248,1.764705658,42.40000153,40.40000153,40.40000153,42.36000061," 6,742,700.00 ",42.02404785,1.959999084,55.75,50,52,55,471600,55,3,28.79000092,27.55999947,27.55999947,27.94000053,5570800,27.94000053,0.380001068,13,11.90999985,12.10000038,12.73999977,5283600,12.73999977,0.63999939
27/03/2020,30.11385155,29.08918381,29.22201157,29.31688881,38290344,28.45401764,0.094877243,43.13000107,40.68999863,40.77999878,42.47000122," 6,783,100.00 ",42.1331749,1.690002441,55.40000153,51.31999969,54.83000183,55,246200,55,0.169998169,31.09000015,27.95000076,28.37000084,30.04999924,12408300,30.04999924,1.679998398,13.44999981,12.14999962,12.64999962,13.05000019,8245600,13.05000019,0.400000572
30/03/2020,31.16698265,29.45920372,29.45920372,30.99620438,29943508,30.08390617,1.537000656,44.59000015,42.79999924,42.79999924,44.52999878," 6,985,600.00 ",44.17683411,1.729999542,64.44999695,59.04000092,60,62,591200,62,2,31.69000053,28.27000046,30.59000015,30.47999954,10749900,30.47999954,-0.11000061,14.47000027,12.86999989,13.34000015,14.30000019,6502600,14.30000019,0.960000038
31/03/2020,31.30929756,30.58823586,30.74003792,30.96774292,29466151,30.05628204,0.227705002,45.11000061,43.86000061,44.00999832,44.65999985," 8,411,200.00 ",44.30580521,0.650001526,62,57,59.86000061,58.40000153,243300,58.40000153,-1.459999084,30.97999954,29.20000076,30.60000038,29.95000076,6022100,29.95000076,-0.649999619,14.35999966,13.25,13.93000031,13.57999992,6296200,13.57999992,-0.350000381
01/04/2020,30.62618637,29.91461182,30.28462982,30.12334061,26709625,29.23673248,-0.161289215,44.54000092,43.43999863,43.75,43.77999878," 6,097,700.00 ",43.43278122,0.029998779,58.19499969,52.47999954,56.34999847,52.91999817,259100,52.91999817,-3.430000305,30.94000053,29.44000053,30.04999924,29.67000008,7004600,29.67000008,-0.379999161,14.88000011,13.72999954,14.18000031,14.02999973,5953000,14.02999973,-0.150000572
02/04/2020,31.30929756,30.12334061,30.26565552,31.18595886,27186876,30.26807594,0.920303345,43.81000137,42.79999924,43.43000031,43.75999832," 5,918,800.00 ",43.41294098,0.329998016,56.93000031,53,55.5,56.90999985,245700,56.90999985,1.409999847,33.38999939,29.84000015,30.60000038,33.20000076,15934400,33.20000076,2.600000381,13.98999977,13.21000004,13.64999962,13.85999966,3110300,13.85999966,0.210000038
03/04/2020,32.15370178,30.95825386,30.95825386,31.91650963,32837370,30.97712517,0.958255768,44.15000153,43.54000092,43.77000046,43.95999908," 3,372,700.00 ",43.61135483,0.189998627,57.97999954,52.00999832,57.97999954,52.75,227300,52.75,-5.229999542,35.65999985,32.72000122,32.81000137,34.84000015,16896200,34.84000015,2.029998779,15.68999958,13.60000038,13.73999977,15.60999966,9144800,15.60999966,1.869999886
06/04/2020,33.11195374,32.04933548,32.18216324,32.79886246,40503217,31.83350754,0.616699219,44.66999817,43.97000122,44.02000046,44.31000137," 5,735,200.00 ",43.95858002,0.290000916,55.59999847,52.40000153,55.5,52.72999954,331000,52.72999954,-2.770000458,35.18500137,33.33000183,34.90999985,34.63999939,10841600,34.63999939,-0.270000458,16.59000015,15.06000042,15.60000038,16.10000038,5415800,16.10000038,0.5
07/04/2020,33.3681221,31.86907005,33.20683289,31.88804626,24226295,30.94949722,-1.318786621,43.84000015,42.91999817,43.47999954,43.09999847," 5,600,600.00 ",42.7581749,-0.380001068,50.20000076,44,50,45.59999847,1461700,45.59999847,-4.400001526,34.02999878,30.97999954,33.81000137,32.02000046,10104300,32.02000046,-1.790000916,16,14.38000011,15.78999996,14.89999962,4704500,14.89999962,-0.890000343
08/04/2020,33.0170784,31.72675514,32.24857712,32.82732391,25523980,31.86113358,0.578746796,44.11000061,42.84000015,43.40999985,43.84999847," 3,860,200.00 ",43.50222778,0.439998627,48.09999847,44.50999832,48.09999847,44.95000076,819800,44.95000076,-3.149997711,32.93999863,31.75,32.36000061,32.41999817,4119800,32.41999817,0.059997559,18.25,16.29999924,17.14999962,17.18000031,13825700,17.18000031,0.030000687
09/04/2020,33.93738174,33.06451416,33.23529434,33.57685089,30714930,32.58859634,0.341556549,44.97999954,43.5,43.90999985,44.65999985," 5,628,200.00 ",44.30580521,0.75,53,45,52.00999832,45.40999985,1483000,45.40999985,-6.599998474,32.91999817,31.31999969,32.54999924,31.86000061,4861800,31.86000061,-0.689998627,17.85000038,16.80999947,17.45000076,17.04999924,4766100,17.04999924,-0.400001526
13/04/2020,34.13662338,32.94117737,34.11764526,33.33965683,18270141,32.35838699,-0.777988434,47.90000153,45.38999939,45.40999985,47.36000061," 6,555,700.00 ",46.98439026,1.950000763,46.38999939,41,46.02000046,41.70999908,880700,41.70999908,-4.310001373,32.97999954,31.70999908,32,32.90000153,5603900,32.90000153,0.900001526,17.88999939,17.04999924,17.85000038,17.63999939,4114700,17.63999939,-0.210000992
14/04/2020,34.7533226,33.52941132,34.08918381,34.57305527,21845309,33.55547714,0.48387146,48.93999863,47.52999878,47.63999939,48.68000031," 5,109,000.00 ",48.29392242,1.040000916,43.97999954,41.40000153,43.81999969,41.63000107,863900,41.63000107,-2.189998627,34.99000168,33.15000153,34,34.65999985,8126900,34.65999985,0.659999847,18.12000084,17.20999908,17.85000038,18,3936500,18,0.149999619
15/04/2020,34.37381363,33.75711441,34.21252441,34.12713623,21312196,33.12268448,-0.085388184,48.31999969,47.54000092,47.66999817,48.02999878," 2,901,800.00 ",47.64907455,0.36000061,41.24000168,38.13000107,40.90000153,38.58000183,980600,38.58000183,-2.319999695,38.45000076,33.72000122,34.63999939,37.25,15683000,37.25,2.61000061,17.94000053,17.11000061,17.54999924,17.53000069,3455100,17.53000069,-0.01999855
16/04/2020,34.4022789,33.75711441,34.26945114,34.04174423,20657451,33.03981018,-0.227706909,49.18999863,48.40999985,48.54999924,49.13000107," 3,218,600.00 ",48.74035263,0.580001831,39.25999832,37,38.75999832,38.79000092,849400,38.79000092,0.030002594,41.54999924,36.61999893,38.07400131,40.59999847,20670700,40.59999847,2.525997162,18.48999977,17.56999969,17.60000038,18.10000038,4188800,18.10000038,0.5
17/04/2020,35.10436249,34.25996017,34.62998199,35.0189743,24404843,33.98827362,0.38899231,50.31000137,49.54999924,50.20000076,50.02999878," 3,349,400.00 ",49.63321304,-0.170001984,41.70700073,38.875,40.29999924,40.81000137,1008300,40.81000137,0.510002136,49,43.38000107,48.99000168,46.84999847,32286000,46.84999847,-2.140003204,19.79999924,17.72999954,18.10000038,19.07999992,7478600,19.07999992,0.979999542
20/04/2020,35.0189743,34.23149872,34.51612854,34.23149872,22530620,33.22397614,-0.284629822,50.91999817,49.79000092,49.81999969,50.43999863," 3,416,400.00 ",50.03996277,0.619998932,45.90000153,41,41.49000168,43.36999893,1278800,43.36999893,1.879997253,54.95000076,44.50999832,45,51.68999863,34102500,51.68999863,6.689998627,26.34000015,18.95000076,19.10000038,23.79999924,27006300,23.79999924,4.699998856
21/04/2020,34.08918381,33.55787659,33.9468689,33.79506683,23975233,32.80038834,-0.151802063,50.56999969,49.93999863,50.09000015,50.06999969," 3,545,400.00 ",49.67289734,-0.020000458,45.90000153,39.79999924,45.27000046,42.25999832,1507200,42.25999832,-3.010002136,56.38000107,43.11000061,53,49.25999832,39642000,49.25999832,-3.740001678,26.10000038,19.18000031,24.04000092,21.53000069,15517500,21.53000069,-2.510000229
22/04/2020,35.10436249,34.26945114,35.06641388,34.39278793,20186103,33.38051605,-0.673625946,50.75,50.31000137,50.63999939,50.36000061," 2,803,600.00 ",49.96059799,-0.279998779,55.84999847,45.20000076,54.43999863,53.5,10852500,53.5,-0.939998627,51.81999969,49.06000137,50.61000061,51.20000076,11670100,51.20000076,0.590000153,23.10000038,20.06999969,22.97999954,21.37000084,6488700,21.37000084,-1.609998703
23/04/2020,35.48387146,34.4212532,34.4212532,34.81024551,20185365,33.78569031,0.38899231,50.95999908,50.22000122,50.29000092,50.38999939," 2,549,400.00 ",49.99036026,0.099998474,58,49.22000122,58,50,4271200,50,-8,50.70000076,46.88999939,49.09999847,47.43999863,15152400,47.43999863,-1.659999847,21.95000076,20.19000053,21.42000008,20.37999916,4911400,20.37999916,-1.040000916
24/04/2020,35.51233292,34.89563751,34.95256042,35.46489716,17359380,34.4210701,0.512336731,51.25999832,50.54000092,50.70000076,51.18000031," 2,087,600.00 ",50.77409363,0.479999542,51.49000168,47.59999847,51.24000168,47.75,1822700,47.75,-3.490001678,50.5,47.14199829,47.15000153,50.5,11702100,50.5,3.349998474,20.45000076,18.71999931,20.31999969,19.82999992,4969800,19.82999992,-0.489999771
27/04/2020,36.56546402,35.64516068,35.66413879,36.36622238,23394057,35.29587173,0.702083588,51.84000015,51.27999878,51.61000061,51.47999954," 2,105,000.00 ",51.07171631,-0.130001068,50.25,48.15999985,48.88999939,49.40000153,1183300,49.40000153,0.510002136,51.70000076,47.29999924,51.52999878,48.04999924,13744400,48.04999924,-3.479999542,21.85000038,20,20.20000076,21.01000023,5280400,21.01000023,0.809999466
28/04/2020,37.21062469,35.46489716,37.04933548,35.96774292,35666728,34.90912247,-1.08159256,52.31999969,50.86000061,52.31999969,50.97000122," 5,767,500.00 ",50.56576157,-1.349998474,48.97999954,44.79999924,48.59999847,45.83000183,1511200,45.83000183,-2.769996643,50.45000076,47.16999817,50.40000153,47.88000107,13067200,47.88000107,-2.520000458,21.65999985,19.62000084,21.39999962,20.54999924,3983000,20.54999924,-0.850000381
29/04/2020,36.57495117,35.77798843,36.48956299,36.16698456,26518535,35.1024971,-0.32257843,52.02000046,50.65999985,52.02000046,50.72000122," 3,786,000.00 ",50.31774521,-1.299999237,49.70000076,46.13000107,48,49.25,1766400,49.25,1.25,46.95000076,45.00999832,46.59999847,46.36999893,11762000,46.36999893,-0.229999542,20.29999924,18,20.02000046,18.40999985,6512300,18.40999985,-1.61000061
30/04/2020,36.53700256,35.44591904,36.0531311,36.39468765,29450973,35.32349396,0.341556549,54,51.61000061,53.97000122,52.27999878," 5,863,600.00 ",51.86536789,-1.690002441,49.22000122,46.02000046,49.20999908,47.47999954,1034100,47.47999954,-1.729999542,48.36999893,45.81999969,46.77999878,45.99000168,7741900,45.99000168,-0.789997101,19.29999924,17.87999916,18.85000038,18.12999916,4548900,18.12999916,-0.720001221
01/05/2020,35.99620438,35.47438431,35.91081619,35.71157455,22679867,34.66049194,-0.199241638,52.02999878,51.25999832,52.02999878,51.86000061," 3,206,400.00 ",51.44870377,-0.169998169,46.99000168,43,46,45.11000061,874600,45.11000061,-0.88999939,50.45000076,46.29000092,48.70999908,47.93000031,21701300,47.93000031,-0.779998779,18.64999962,16.40999985,17.79999924,17.32999992,4761400,17.32999992,-0.469999313
04/05/2020,35.97723007,35.49335861,35.67362213,35.69260025,19893512,34.6420784,0.018978119,52.34999847,51.75999832,52.22000122,52.34999847," 2,852,900.00 ",51.93481445,0.129997253,47.47000122,44.36000061,45.20000076,45.77999878,784900,45.77999878,0.579998016,50.5,48,48.04999924,50.5,10460500,50.5,2.450000763,18.40999985,16.75,17,18.05999947,3736700,18.05999947,1.059999466
05/05/2020,36.86906815,36.30929947,36.82163239,36.53700256,24123952,35.46162796,-0.284629822,53.79999924,52.43999863,52.63000107,53.47000122," 4,579,300.00 ",53.04593277,0.840000153,50.375,47.70600128,48.40999985,50,2604800,50,1.590000153,50.95999908,47.22999954,50.47999954,49.34000015,11160200,49.34000015,-1.13999939,18.70000076,17.73999977,18.25,17.78000069,2948300,17.78000069,-0.469999313
06/05/2020,37.01138687,36.53700256,36.97343445,36.53700256,24047432,35.46162796,-0.436431885,54.70999908,53.93000031,54.06000137,54.04000092," 6,604,600.00 ",53.61141205,-0.020000458,50.20000076,47.5,50.13999939,47.77999878,889400,47.77999878,-2.36000061,49.25,47.52000046,48.45000076,48.95000076,6692300,48.95000076,0.5,18.04000092,16.97999954,17.71999931,17.13999939,2481000,17.13999939,-0.579999924
07/05/2020,36.51802826,35,36.44212341,35.06641388,33546080,34.37350082,-1.375709534,53.63999939,52.56999969,53.49000168,52.74000168," 2,626,600.00 ",52.32172394,-0.75,49.5,48.34999847,49.25999832,49.31999969,815300,49.31999969,0.060001373,55.99000168,51.06000137,55.77999878,53.18999863,30942700,53.18999863,-2.590000153,18.71999931,16.92000008,17.30999947,18.14999962,3392200,18.14999962,0.840000153
08/05/2020,35.46489716,35.14231491,35.34155655,35.31309128,19901312,34.61530685,-0.028465271,53.56000137,52.95999908,53.09999847,53.29000092," 1,660,100.00 ",52.86736298,0.190002441,49.88800049,48.20800018,49.15999985,49.24000168,696100,49.24000168,0.080001831,59.88000107,52.15000153,53.06000137,59.25,24083200,59.25,6.189998627,18.92000008,17.90999985,18.20000076,18.72999954,3075400,18.72999954,0.529998779
11/05/2020,36.25237274,35.25616837,35.34155655,36.14800644,25620421,35.43372345,0.80644989,54.13000107,52.95000076,53.02999878,53.95000076," 3,095,300.00 ",53.52212524,0.920001984,50.79000092,47.91400146,49.61000061,49.97999954,1887400,49.97999954,0.369998932,67.66999817,59.13999939,59.59999847,66.90000153,34852000,66.90000153,7.300003052,24.60000038,19.62000084,19.80999947,24.5,24642100,24.5,4.690000534
12/05/2020,36.2808342,35.42694473,36.16698456,35.44591904,19335314,34.74550629,-0.721065521,54.84000015,53.90000153,54.43000031,54.11000061," 2,221,500.00 ",53.68085861,-0.319999695,52.11999893,49.20000076,50.40000153,49.33000183,1910200,49.33000183,-1.069999695,68.48999786,62.02000046,65.98999786,62.34999847,25934500,62.34999847,-3.63999939,44.93999863,36.08000183,39.02000046,39.81999969,74649600,39.81999969,0.799999237
13/05/2020,35.50284576,34.71537018,35.39848328,35.15180206,24596882,34.45720291,-0.246681213,55.59000015,54.59000015,54.81999969,55.31000137," 3,431,200.00 ",54.87134171,0.490001678,50.88999939,47.43000031,50.5,48.49000168,1468800,48.49000168,-2.009998322,66.97000122,60.29000092,63.79999924,65.18000031,22126000,65.18000031,1.380001068,42.79999924,37.40000153,39.31999969,40.66999817,24237100,40.66999817,1.349998474
14/05/2020,36.01517868,34.89563751,34.91461182,35.97723007,22362507,35.26631927,1.062618256,54.45999908,53.20000076,53.99000168,53.5," 4,998,300.00 ",53.07569504,-0.490001678,49.08000183,45.08000183,48.56000137,48.65999985,1099100,48.65999985,0.099998474,65.38999939,61.43999863,64.79000092,64.55999756,12198200,64.55999756,-0.230003357,40.34999847,37.36999893,39.22999954,38.29999924,7832800,38.29999924,-0.930000305
15/05/2020,36.21442032,35.47438431,36.01517868,35.82542801,25460002,35.11751556,-0.189750671,53.40999985,52.54000092,52.58000183,53.40999985," 3,716,800.00 ",52.98640823,0.829998016,49.74000168,48.20000076,48.50999832,49.49000168,793800,49.49000168,0.980003357,67.66999817,63.00999832,63.79000092,66.69000244,16341900,66.69000244,2.900001526,46,38.04999924,38.18000031,43.63000107,21892500,43.63000107,5.450000763
18/05/2020,36.48956299,35.7020874,36.37571335,36.11954498,22639077,35.40582275,-0.256168365,53.99000168,53.34000015,53.63999939,53.45000076," 4,926,300.00 ",53.02609253,-0.189998627,60.43000031,50.59999847,54.74000168,60.16999817,5013900,60.16999817,5.42999649,87,75.66000366,86.13999939,80,80813300,80,-6.13999939,61.5,48.29999924,49.27999878,56.95999908,24660100,56.95999908,7.680000305
19/05/2020,36.07210541,35.39848328,35.91081619,35.74952698,19476234,35.04311752,-0.161289215,54.06999969,53.16999817,53.38999939,53.56999969," 3,271,200.00 ",53.14513779,0.180000305,57.93999863,49.95000076,57,50.59000015,3612100,50.59000015,-6.409999847,79.75,70.31999969,78.06999969,71.66999817,64932300,71.66999817,-6.400001526,61,52.06000137,58.25,53.90000153,12579400,53.90000153,-4.349998474
20/05/2020,36.24288559,35.62618637,36.00569153,35.7020874,17504200,34.99661636,-0.303604126,54.75,53.65000153,54.33000183,53.77999878," 4,038,000.00 ",53.35347366,-0.550003052,53.72000122,51.61999893,53.20999908,53.04000092,1979300,53.04000092,-0.169998169,74.48000336,67.41000366,70.01000214,73.47000122,53655300,73.47000122,3.459999084,54.5,47.88999939,54.00999832,52.81000137,8180300,52.81000137,-1.199996948
21/05/2020,35.72106171,35.15180206,35.64516068,35.3510437,17652181,34.65250397,-0.294116974,57.43999863,54.68999863,56.95000076,55.27999878," 20,428,200.00 ",54.84157562,-1.670001984,54.20000076,51.14500046,54.09999847,51.90000153,1094300,51.90000153,-2.199996948,73.16000366,65.30999756,73.05000305,67.05000305,35318000,67.05000305,-6,53.58000183,49.59999847,52.75,50.06999969,5479500,50.06999969,-2.680000305
22/05/2020,35.60721207,35.06641388,35.20872879,35.5787468,15781226,34.87571335,0.370018005,55.65999985,54.27000046,54.70999908,55.22000122," 6,031,200.00 ",54.7820549,0.510002136,52.61000061,50.75999832,52.15000153,51.02999878,941600,51.02999878,-1.120002747,70.59999847,67.13999939,69.93000031,69,28912700,69,-0.930000305,49.74000168,45.11999893,48.5,46.11000061,6083300,46.11000061,-2.38999939
26/05/2020,35.9297905,35.53130722,35.72106171,35.56925964,23260094,34.8664093,-0.151802063,54.59000015,53.09999847,54.52000046,53.11000061," 5,626,600.00 ",52.68878937,-1.409999847,52.54999924,49.34000015,52.40000153,50.88000107,1511100,50.88000107,-1.520000458,66.58999634,57.04999924,66.40000153,57.70999908,40332600,57.70999908,-8.690002441,54.5,46.75,54.34999847,48.16999817,22045300,48.16999817,-6.180000305
27/05/2020,35.61669922,35.07590103,35.49335861,35.49335861,25904158,34.79201126,0,52.47000122,50.81000137,51.95000076,52.47000122," 7,010,200.00 ",52.05386353,0.520000458,50.22000122,46.29999924,49.52999878,47.59000015,1810200,47.59000015,-1.939998627,53.34000015,46.13000107,51.20000076,52.18000031,59514700,52.18000031,0.979999542,48.84000015,40.97999954,48.20000076,45.47000122,10439500,45.47000122,-2.729999542
28/05/2020,36.47058868,35.78747559,35.90132904,36.22390747,22521767,35.50812149,0.32257843,54.04000092,53.41999817,53.61999893,53.5," 4,445,800.00 ",53.07569504,-0.119998932,50.11000061,46.75299835,48.34000015,46.86999893,1107900,46.86999893,-1.470001221,59.11000061,53.34999847,53.5,55.54000092,32258900,55.54000092,2.040000916,46.59999847,44.52000046,46.09999847,44.84000015,4955100,44.84000015,-1.259998322
29/05/2020,36.46110153,35.65464783,36.30929947,36.23339844,48638200,35.51742554,-0.075901031,55.61000061,53.16999817,55.27999878,54.59999847," 7,615,800.00 ",54.1669693,-0.680000305,49.52999878,47.15999985,48.18999863,49.52999878,760600,49.52999878,1.340000153,61.65000153,56.56000137,57.45000076,61.5,38070400,61.5,4.049999237,46.22000122,44.29999924,44.72000122,46.04000092,4119800,46.04000092,1.319999695
01/06/2020,33.89942932,33.12144089,33.68121338,33.64326477,76884979,32.97846985,-0.037948608,55.25,53.95000076,54.31999969,55.15999985," 5,759,800.00 ",54.72253036,0.840000153,53.20999908,49.54000092,50,52.29999924,1275800,52.29999924,2.299999237,63.90000153,60.50999832,62.75999832,62.18000031,21257500,62.18000031,-0.579998016,53.97000122,45.75,46.16999817,52.81999969,9686800,52.81999969,6.650001526
02/06/2020,34.30739975,33.44402313,33.70967865,34.30739975,42690900,33.62948608,0.5977211,54.74000168,54.09999847,54.49000168,54.72000122," 4,279,400.00 ",54.28602219,0.229999542,52.84999847,50.09999847,51.97999954,52.38000107,688500,52.38000107,0.400001526,59.95000076,55.35499954,58.70000076,59.86999893,21701100,59.86999893,1.169998169,52.74000168,47.65999985,52.74000168,49.63999939,6538800,49.63999939,-3.100002289
03/06/2020,34.54459381,33.7191658,34.43074036,34.30739975,38751996,33.62948608,-0.123340607,55.29000092,54.45999908,54.54999924,55," 5,464,200.00 ",54.563797,0.450000763,52.22999954,49.54000092,51.84999847,51.15999985,1379900,51.15999985,-0.689998627,63.36999893,57.09999847,57.50999832,59.88999939,20811500,59.88999939,2.380001068,49.16999817,40.5,48.90000153,44.25,16950300,44.25,-4.650001526
04/06/2020,34.43074036,33.87096786,33.88045502,34.16508484,27013388,33.4899826,0.284629822,55.27000046,53.75999832,54.59000015,53.86999893," 4,483,700.00 ",53.44276047,-0.720001221,51.86000061,49.70000076,50.45000076,50,623300,50,-0.450000763,61.93000031,58.52000046,61.61000061,60.59000015,13504000,60.59000015,-1.020000458,46.65999985,42.88000107,44,44.65999985,5713100,44.65999985,0.659999847
05/06/2020,34.62049484,34.04174423,34.38330078,34.14611053,36705655,33.47138596,-0.237190247,54.54000092,53.74000168,54.34000015,53.84999847," 6,092,400.00 ",53.42291641,-0.490001678,50.22999954,48.5,49.79999924,49.18000031,768700,49.18000031,-0.619998932,59.18999863,56.63000107,58.49000168,58.18999863,14677900,58.18999863,-0.300003052,50.49000168,45.25999832,49.45999908,46.29999924,8077200,46.29999924,-3.159999847
08/06/2020,34.72485733,33.85199356,33.9658432,34.71537018,30194149,34.02939606,0.749526978,53,51.38000107,52.81000137,52.58000183," 9,762,600.00 ",52.16299438,-0.229999542,49.24100113,47.41999817,49.22000122,48.77999878,1142400,48.77999878,-0.440002441,59.38000107,56.72000122,58.29999924,59.09999847,11249300,59.09999847,0.799999237,45.15000153,42.13999939,44.58000183,44.79000092,4812700,44.79000092,0.209999084
09/06/2020,34.78178406,34.3168869,34.62998199,34.35483932,21675088,33.67598724,-0.27514267,53.18999863,52.68000031,52.79999924,52.72999954," 4,782,300.00 ",52.31180191,-0.069999695,48.09999847,46.86999893,47.79999924,47.79000092,970100,47.79000092,-0.009998322,59.40499878,57.72999954,58.54999924,58.22999954,7600200,58.22999954,-0.319999695,48.43000031,44.02000046,44.04999924,45.93000031,3875400,45.93000031,1.880001068
10/06/2020,34.58254242,34.05123138,34.49715424,34.07969666,29557217,33.40628052,-0.417457581,54.25999832,53.61999893,53.86000061,53.63999939," 4,582,600.00 ",53.21458435,-0.220001221,47.99900055,46.54999924,47.79999924,47.40999985,913100,47.40999985,-0.38999939,60.72000122,58.59999847,58.79999924,60.06999969,11074400,60.06999969,1.270000458,46.45000076,44.38999939,46.16999817,44.95999908,2308700,44.95999908,-1.209999084
11/06/2020,33.85199356,31.57495308,33.77609253,31.59392738,63166642,30.9696312,-2.182165146,53.79999924,51.43000031,53.77000046,51.56999969," 4,787,000.00 ",51.16100311,-2.200000763,49.18999863,47.06999969,49,48.59999847,1324800,48.59999847,-0.400001526,66.68699646,58.77000046,62.95000076,60.20000076,32085200,60.20000076,-2.75,47.50999832,43.11000061,43.27999878,44.43000031,4089100,44.43000031,1.150001526
12/06/2020,32.35293961,31.35673523,32.3339653,32.02087402,37902472,31.38814163,-0.313091278,52.25,50.95000076,52.18000031,51.47000122," 5,630,300.00 ",51.06179428,-0.709999084,49.43999863,47.00999832,49.36999893,48.58000183,858800,48.58000183,-0.789997101,63.63000107,60.29000092,62.35499954,62,14742900,62,-0.354999542,45.75999832,43.59999847,45.54999924,45.56999969,3297800,45.56999969,0.020000458
15/06/2020,31.99241066,31.08159447,31.59392738,31.65085411,36247482,31.02543259,0.056926727,52.99000168,51.68999863,52.43999863,52.63999939," 5,711,800.00 ",52.22251511,0.200000763,51.16999817,48.29000092,48.72000122,50.84999847,1087500,50.84999847,2.129997253,66.98000336,63.42399979,65.90000153,66.56999969,19339300,66.56999969,0.669998169,51.52999878,45,45.93999863,51.06999969,8694400,51.06999969,5.130001068
16/06/2020,32.22011566,31.04364395,31.86907005,31.68880463,55616945,31.06263351,-0.180265427,54.20999908,53.5,54.18000031,53.58000183," 5,535,500.00 ",53.15506363,-0.599998474,51.5,49.09000015,51,49.90000153,901100,49.90000153,-1.099998474,66.59999847,62.59999847,66.30999756,64.33999634,16537800,64.33999634,-1.970001221,52.56999969,48.20999908,51.18000031,52.15000153,5026200,52.15000153,0.970001221
17/06/2020,32.03984833,31.61290359,31.86907005,31.84060669,27509822,31.21143723,-0.028463364,54.25,53.77000046,54.11999893,53.90000153," 4,919,100.00 ",53.47252274,-0.219997406,51.5,49.5,49.75,50.84999847,723000,50.84999847,1.099998474,65.87999725,62.58000183,63.59999847,63.31000137,13616000,63.31000137,-0.289997101,58.34000015,51.81000137,52.02999878,55.40999985,9350000,55.40999985,3.380001068
18/06/2020,31.75521851,31.29032326,31.56546593,31.53700256,32278855,30.91383171,-0.028463364,52.83000183,52.27999878,52.63999939,52.65999985," 3,796,100.00 ",52.24235535,0.020000458,51.59000015,49.83000183,49.86000061,50.93999863,691500,50.93999863,1.079998016,65.40000153,62.58000183,63.02999878,64.94999695,10914400,64.94999695,1.919998169,59.81000137,55.02000046,55.25,59.27000046,5654100,59.27000046,4.020000458
19/06/2020,32.01138687,31.42314911,31.9639473,31.70778084,43986266,31.08123589,-0.256166458,53.20000076,52.40999985,52.5,53.02000046," 6,807,200.00 ",52.59950256,0.520000458,51.58000183,49.90999985,50.90000153,51.36000061,735800,51.36000061,0.459999084,66.44999695,64.01000214,64.98999786,66.34999847,16076700,66.34999847,1.36000061,66.05999756,61.75,63.27999878,64.75,11569300,64.75,1.470001221
22/06/2020,31.65085411,31.22390938,31.62239075,31.41366196,23332503,30.79292679,-0.20872879,53.52999878,53,53.36999893,53.41999817," 3,375,400.00 ",52.99632645,0.049999237,58.90000153,51.84999847,51.95000076,57.45000076,2678200,57.45000076,5.5,66.29000092,62.11999893,65.91999817,64.75,13586400,64.75,-1.169998169,67.91000366,59.29000092,67.59999847,65.94999695,8431300,65.94999695,-1.650001526
23/06/2020,31.54648972,31.06261826,31.49905014,31.09108162,37690408,30.47672081,-0.407968521,55.18999863,53.13000107,53.16999817,54.25," 10,772,000.00 ",53.81974792,1.080001831,56,51.52000046,55.61999893,52.75,2142200,52.75,-2.869998932,65.08000183,62.74000168,64.09999847,62.93999863,12361300,62.93999863,-1.159999847,69.98999786,62.93999863,62.93999863,69.66000366,6138100,69.66000366,6.720005035
24/06/2020,31.0531311,30.36053085,31.0341568,30.54079628,30817695,29.93731117,-0.493360519,53.43000031,52,52.91999817,52.13000107," 6,418,600.00 ",51.71656036,-0.789997101,55.34999847,51.81000137,53,54.72999954,1344500,54.72999954,1.729999542,66.15599823,63.13999939,63.22999954,64.83999634,14377100,64.83999634,1.609996796,80.69999695,70,70.05000305,77.5,10960400,77.5,7.449996948
25/06/2020,30.72106361,30.19924164,30.46489525,30.66413689,27418651,30.05821228,0.199241638,53.11999893,52.20000076,52.49000168,53.00999832," 4,948,300.00 ",52.58958054,0.519996643,59.91999817,53.52000046,54.50999832,59.70999908,2406400,59.70999908,5.200000763,67,58.50999832,67,62,26905700,62,-5,86.5,80.04000092,81.30999756,83.54000092,10743500,83.54000092,2.230003357
